auction_brand,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,model,quote_id,year
VOLKSWAGEN,La Mézière,Karmann-Ghia 1600 cabriolet (type14),Alcopa Auction,13 160 €,REST,V,,6951,
VOLKSWAGEN,Avignon,Karmann-Ghia 1600 cabriolet (type14),Leclère MDV,29 400 €,REST,V,,6951,
VOLKSWAGEN,Lyon (Brotteaux),Karmann-Ghia 1600 Type 14 cabriolet,Claude Aguttes SAS,20 400 €,REST,V,,6951,
VOLKSWAGEN,Londres,"Karmann-Ghia 1600 cabriolet (type14), conv. RHD",Bonhams,5 520 €,REST/TR,V,,6951,
VOLKSWAGEN,Whitney,Karmann-Ghia 1600 cabriolet T 14 LHD,Coys Auctions,3 750 €,OR,V,,6951,
,,,,,,,,6950,
VOLKSWAGEN,La Mézière,"Karmann-Ghia 1600 cabriolet autom., jantes sport",Alcopa Auction Rennes,18 020 €,REST,V,,6950,
VOLKSWAGEN,Lyon,Karmann-Ghia 1500 cabriolet ex-USA,Claude Aguttes,17 400 €,RAR,V,,6950,
VOLKSWAGEN,Lyon,Karmann-Ghia 1500 (T 14) cabriolet ex-USA,Claude Aguttes,18 000 €,RAR,V,,6950,
,,,,,,,,6959,
VOLKSWAGEN,Fayence,1600 TLE coupé RHD,Jean-Pierre Osenat,1 875 €,EP,V,,6959,
,,,,,,,,6957,
VOLKSWAGEN,Versailles,"1600 TL coupé ""fastback""",Chevau-Légers Enchères,6 500 €,REST+,V,,6957,
,,,,,,,,11042,
VOLKSWAGEN,Auburn,Typ 26 Pick-up custom,RM Sotheby's,15 740 €,REST/TR,V,,11042,
VOLKSWAGEN,Pebble Beach,Typ 2 Pick-up double cabine,Gooding & Co,83 240 €,REST,V,,11042,
VOLKSWAGEN,Paris,Typ 2 Pick-up double cabine,Bonhams,58 650 €,REST+,V,,11042,
VOLKSWAGEN,AmeliA IslAnd,Type 26 Pick-up double-cabine,Gooding & Company,46 080 €,REST+,V,,11042,
VOLKSWAGEN,Montbazon,Type 26 plateau large Westfalia,Five Auction Tours,2 000 €,OR,V,,11042,
,,,,,,,,8569,
VOLKSWAGEN,Chantilly,Typ 24 Bus de Luxe (21 fenêtres),Bonhams,103 500 €,REST,V,,8569,
VOLKSWAGEN,Paris,Typ 24 Bus de Luxe 21 fenêtres,Bonhams,50 600 €,REST+,V,,8569,
VOLKSWAGEN,Paris,Typ 24 Bus de Luxe (21 fenêtres),Artcurial,143 040 €,OR+,V,,8569,
VOLKSWAGEN,Monterey,Typ 24 Bus de Luxe,RM Sotheby's,154 060 €,REST,V,,8569,
VOLKSWAGEN,Quail Lodge,Typ 24 Bus de Luxe,Bonhams,86 660 €,REST,V,,8569,
VOLKSWAGEN,Amelia Island,Typ 24 Bus de Luxe,RM Sotheby,102 530 €,REST,V,,8569,
VOLKSWAGEN,Silverstone,Typ 24 Bus de Luxe (21 fenêtres),Silverstone Auctions,72 260 €,REST,V,,8569,
VOLKSWAGEN,Scottsdale,Typ 24 Bus de Luxe,Barrett-Jackson,134 460 €,REST,V,,8569,
VOLKSWAGEN,Paris,"Typ 24 Bus de Luxe 21 fenêtres, toit souple",Artcurial Motorcars,97 740 €,REST+,V,,8569,
VOLKSWAGEN,Goodwood,"Type 24 Bus de Luxe LHD ex-USA, toit souple",Bonhams,95 100 €,REST+,V,,8569,
VOLKSWAGEN,Toffen,"Type 24 Bus de Luxe ""21 fenêtres"" toit ouvrant",Oldtimer Galerie Toffen,29 900 €,OR+,V,,8569,
,,,,,,,,8568,
VOLKSWAGEN,Greenwich,Typ 24 Bus De Luxe (23 fenêtres),Bonhams,47 130 €,REST,V,,8568,
VOLKSWAGEN,Scottsdale,Typ 24 Bus De Luxe (23 fenêtres),Bonhams,166 980 €,REST+,V,,8568,
VOLKSWAGEN,Monterey,Typ 24 Bus De Luxe,RM Sotheby's,86 660 €,REST,V,,8568,
VOLKSWAGEN,Fort Lauderdale,Typ 24 Bus De Luxe,RM Sotheby's,138 770 €,REST,V,,8568,
VOLKSWAGEN,Scottsdale,Typ 24 Bus De Luxe,Gooding & Co,179 960 €,REST,V,,8568,
VOLKSWAGEN,New York,Typ 24 Bus De Luxe (23 fenêtres),RM Sotheby,175 500 €,REST,V,,8568,
VOLKSWAGEN,Amelia Island,Typ 24 bus 23 fenêtres + Eriba Puck,RM Sotheby's,143 550 €,REST,V,,8568,
VOLKSWAGEN,Kaufdorf,Type 24 Bus Beutler,Oldtimer Galerie Toffen,3 630 €,EP,V,,8568,
VOLKSWAGEN,Brands Hatch,"Type 24 Bus De Luxe ""23 fenêtres"" RHD, moteur 2.4",Coys Auctions,62 250 €,REST/TR,V,,8568,
,,,,,,,,11045,
VOLKSWAGEN,goodwood,Typ 23 Camping-car ,Bonhams,44 830 €,REST,V,,11045,
VOLKSWAGEN,Ascott,T 2 Camping-car Westfalia Bay-windiw,Historics at Brooklands,11 840 €,REST,V,,11045,
VOLKSWAGEN,Paris,Typ 21 Camping,Bonhams,44 850 €,REST,V,,11045,
VOLKSWAGEN,Silverstone,Typ 23 EZ Campers double ouverture G et D,Silverstone Auctions,75 580 €,REST,V,,11045,
VOLKSWAGEN,Duxford,Typ 23 camping-car Riviera,H & H Classic Auctions,29 020 €,REST,V,,11045,
VOLKSWAGEN,Scottsdale,Typ 2 Camper Westfalia,Bonhams,54 320 €,REST,V,,11045,
VOLKSWAGEN,Paris,"Typ 2 camping-car Westfalia, moteur 1.8",Bonhams,92 000 €,REST+/TR,V,,11045,
VOLKSWAGEN,Brooklands,Typ 2 camping car Westfalia,Historics at Brooklands,12 852 €,REST/TR,V,,11045,
VOLKSWAGEN,Coventry,Type 2 Camping Devon Caravanette RHD,Silverstone Auctions,19 824 €,REST,V,,11045,
,,,,,,,,8567,
VOLKSWAGEN,Fort Lauderdale,Typ 23 Combi,RM Sotheby's,33 220 €,REST,V,,8567,
VOLKSWAGEN,Lyon,Typ 23 Combi 11 fenêtres brésilien,Osenat,48 000 €,REST,V,,8567,
VOLKSWAGEN,Lyon,"Typ 23 Combi de Luxe 1500, prod. Brésil",Claude Aguttes,33 720 €,REST,V,,8567,
VOLKSWAGEN,Londres,Type 24 Bus de luxe 21 fenêtres,RM Auctions,66 388 €,REST,V,,8567,
VOLKSWAGEN,Brooklands,Typ 2 camping car Westfalia,Historics at Brooklands,23 134 €,REST,V,,8567,
VOLKSWAGEN,Phoenix (Arizona),Kombi 23 fenêtres option sièges séparés,RM Auctions,61 050 €,REST+,V,,8567,
VOLKSWAGEN,Londres,Type 23 Kombi RHD ex-Indonésie,Bonhams,6 346 €,REC,V,,8567,
VOLKSWAGEN,Sparkford,"Combi “split” Brasil LHD, ex-Jenson Button",H & H Classic Auctions,19 150 €,REST+/EX,V,,8567,
VOLKSWAGEN,Fontainebleau,"Type 23 Camping 2 litres, toit relevable",Jean-Pierre Osenat,4 800 €,OR+,V,,8567,
VOLKSWAGEN,Beaulieu,Type 23 Kombi LHD,Bonhams,14 700 €,REST,V,,8567,
,,,,,,,,11041,
VOLKSWAGEN,Buxton,Typ 22 Bus (15 fenêtres) ,H and H,17 770 €,REST,V,,11041,
VOLKSWAGEN,Toffen,Typ 2 minibus 8 places,Oldtimer Galerie Toffen,96 495 €,REST+,V,,11041,
,,,,,,,,12117,
VOLKSWAGEN,Brooklands,Typ 2 fourgon (aménagé camping),Historics at Brooklands,28 710 €,REST,V,,12117,
VOLKSWAGEN,Chantilly,Typ 2 fourgon,Bonhams,14 380 €,OR+,V,,12117,
VOLKSWAGEN,Amelia Island,Typ 2 pick-up,RM Sotheby,52 400 €,REST,V,,12117,
,,,,,,,,8566,
VOLKSWAGEN,ONLINE,Typ 2 fourgon / Combi camping par Canterbury Pitt RHD,H and H,19 660 €,REST,V,,8566,
VOLKSWAGEN,Ascot,Typ 2 Combi ,Historics at Brooklands,20 180 €,REST,V,,8566,
VOLKSWAGEN,Vimoutiers,Typ 2 fourgon surélevé (sans CG),Demade Enchères,250 €,EP,V,,8566,
VOLKSWAGEN,Londres,Type 21 fourgon tôlé LHD neuf (33 km d'origine),Coys Auctions,22 010 €,EX,V,,8566,
VOLKSWAGEN,Monterey,Type 211 Microbus,Christie's USA,17 600 €,REST+,V,,8566,
,,,,,,,,9532,
VOLKSWAGEN,Fayence,1600 L Variant break,Jean-Pierre Osenat,1 500 €,EP,V,,9532,
VOLKSWAGEN,Fayence,1600 Variant break,Jean-Pierre Osenat,2 250 €,EP,V,,9532,
VOLKSWAGEN,Essen,Type 3 Variant moteur Porsche 993,Coys Europe,30 000 €,TR/EX,V,,9532,
,,,,,,,,11835,
VOLKSWAGEN,Duxford,Transporter (T 3) Komet Autohomes 1.9 RHD,H & H Classic Auctions,12 040 €,REST,V,,11835,
VOLKSWAGEN,Monaco,Transporter (T 3) 2 litres pick-up,Artcurial Motorcars,1 192 €,OR,V,,11835,
,,,,,,,,8573,
VOLKSWAGEN,Brooklands,Typ 25 Camping,Historics at Brooklands,5 410 €,OR,V,,8573,
VOLKSWAGEN,Buxton,Typ 2 Camping,H and H,11 100 €,REST,V,,8573,
VOLKSWAGEN,Ascott,Typ 2 Camping Bay-window 1600 RHD,Historics at Brooklands,42 290 €,REST,V,,8573,
VOLKSWAGEN,Hershey,Typ 2 Camper,RM Sotheby's,28 470 €,REST,V,,8573,
VOLKSWAGEN,Auburn,Typ 2 Camping Westfalia,RM Sotheby's,15 490 €,REST,V,,8573,
VOLKSWAGEN,Toffen,Transporter Bus,Oldtimer Galerie Toffen,4 840 €,OR,V,,8573,
VOLKSWAGEN,La Mézière,Typ 25 Camping Westfalia ex-USA,Alcopa Auction Rennes,21 060 €,OR+,V,,8573,
VOLKSWAGEN,Duxford,Typ 2 Camping RHD,H & H Classic Auctions,32 641 €,REST,V,,8573,
VOLKSWAGEN,Goodwood,Typ 2 camping Canterbury Pitt RHD,Bonhams,36 490 €,REST,V,,8573,
VOLKSWAGEN,Londres,Typ 24 Camping Devon RHD,Bonhams,118 350 €,REST+,V,,8573,
VOLKSWAGEN,Phoenix,Typ 2 camping-car Westfalia,RM Auctions,94 050 €,REST,V,,8573,
VOLKSWAGEN,Brooklands,Typ 2 Camping Westfalia RHD,Historics at Brooklands,9 212 €,OR+,V,,8573,
VOLKSWAGEN,Ascot,"Type 2 Camping (Brazil) RHD, ex-Pete Townshend",Coys Auctions,33 000 €,EX,V,,8573,
,,,,,,,,8572,
VOLKSWAGEN,Spa Francorchamps,Typ 2 Microbus,Bonhams,19 550 €,REST+,V,,8572,
VOLKSWAGEN,Londres,Type 2 Bus L (Clipper),Coys,17 600 €,REST+,V,,8572,
,,,,,,,,8571,
VOLKSWAGEN,Linas,Typ 2 Combi,Aguttes,41 300 €,OR,V,,8571,
VOLKSWAGEN,Southam,Typ 2 pick-up 1600 RHD ex-Afrique du Sud,Silverstone Auctions,23 970 €,REST,V,,8571,
VOLKSWAGEN,Auburn,Type 2 Combi ,RM Sotheby's,7 820 €,REST,V,,8571,
VOLKSWAGEN,Paris,Typ 2 Combi custom,Artcurial,23 840 €,TR,V,,8571,
VOLKSWAGEN,Coventry,Type 2 Camping Westfalia S 042,Silverstone Auctions,28 037 €,REST+,V,,8571,
VOLKSWAGEN,Uzerche,Type 22 Combi 8 places,Me Arnaud-Lacroze / M. Saint-Gal,2 400 €,OR+,V,,8571,
,,,,,,,,8570,
VOLKSWAGEN,Woodstock,Type 2 fourgon double porte latérale LHD,Coys Auctions,9 620 €,REST,V,,8570,
,,,,,,,,11044,
VOLKSWAGEN,Goodwood,Typ 2 Devon Samba 23 vitres RHD,Bonhams,128 580 €,REST,V,,11044,
,,,,,,,,6962,
VOLKSWAGEN,Montastruc,411 2 portes,Stanislas Machoïr,2 600 €,OR+,V,,6962,
,,,,,,,,8549,
VOLKSWAGEN,Birmingham,Golf GTi 1600 (4 vitesses) RHD,Silverstone Auctions,31 340 €,OR+,V,,8549,
VOLKSWAGEN,Brooklands,Golf GTi 1600 3 portes,Historics at Brooklands,10 365 €,OR+,V,,8549,
VOLKSWAGEN,Lyon,Golf GTi 1600,Claude Aguttes,28 800 €,REST+,V,,8549,
VOLKSWAGEN,Beaulieu,Golf GTI 1600 RHD,Bonhams,22 040 €,REST,V,,8549,
VOLKSWAGEN,Toffen,Golf I 1300,Oldtimer Galerie Toffen,7 790 €,OR+,V,,8549,
VOLKSWAGEN,Birmingham,Golf GTi 1600,Silverstone Auctions,9 078 €,OR+,V,,8549,
,,,,,,,,12283,
VOLKSWAGEN,Buxton,Golf I GLS 5 portes RHD,H and H,14 360 €,OR+,V,,12283,
VOLKSWAGEN,Tarbes,Golf LD 5 portes (sans moteur ni CG),SVV Henri Adam / M. Bonoron,360 €,EP/INC,V,,12283,
VOLKSWAGEN,Tarbes,"Golf LD 5 portes, jantes alu (sans CG)",SVV Henri Adam / M. Bonoron,390 €,SEP,V,,12283,
VOLKSWAGEN,Tarbes,Golf GLD 5 portes (sans CG),SVV Henri Adam / M. Bonoron,610 €,SEP,V,,12283,
VOLKSWAGEN,Tarbes,"Golf LD 5 portes, sans mécanique",SVV Henri Adam / M. Bonoron,540 €,SEP/INC,V,,12283,
,,,,,,,,9542,
VOLKSWAGEN,Aulnay-sous-Bois,"Iltis 4 x 4 torpédo, non immatriculée",Leclère,10 080 €,OR,V,,9542,
VOLKSWAGEN,RomoRantin,Iltis 4 x 4 torpédo,Enchères Vendôme-Cheverny,3 900 €,OR,V,,9542,
,,,,,,,,6969,
VOLKSWAGEN,Fort Lauderdale,181 torpédo,RM Sotheby,22 520 €,REST,V,,6969,
VOLKSWAGEN,Amelia Island,181 torpédo,Gooding & Co,47 910 €,REST,V,,6969,
VOLKSWAGEN,Amelia Island,181 torpédo,Bonhams,10 430 €,REST,V,,6969,
VOLKSWAGEN,Phoenix,181 torpédo,RM Sotheby's,21 610 €,OR/TR,V,,6969,
VOLKSWAGEN,Toffen,181 torpédo,Oldtimer Galerie,4 790 €,OR,V,,6969,
VOLKSWAGEN,Brooklands,182 (Trekker) RHD,Historics at Brooklands,19 220 €,REST,V,,6969,
VOLKSWAGEN,Pacific Grove,181 torpédo,Worldwide Auctioneers,30 420 €,REST,V,,6969,
VOLKSWAGEN,Greenwich,181 (Thing) torpédo,Bonhams,10 290 €,REST,V,,6969,
VOLKSWAGEN,Phoenix,181 torpédo,RM Sotheby's,22 490 €,REST,V,,6969,
VOLKSWAGEN,Fontainebleau,181 torpédo,Jean-Pierre Osenat,12 000 €,REST,V,,6969,
VOLKSWAGEN,Beaulieu,181 torpédo LHD,Bonhams,6 050 €,OR+,V,,6969,
,,,,,,,,11487,
VOLKSWAGEN,Tupelo,SP-2 coupé (VW do Brasil),Bonhams,29 950 €,OR,V,,11487,
,,,,,,,,8574,
VOLKSWAGEN,Toffen,Golf GTi 1600,Oldtimer Galerie Toffen,25 160 €,OR+,V,,8574,
VOLKSWAGEN,Paris,Golf GTi 1600 3 portes 5 vitesses,Artcurial Motorcars,17 880 €,REST,V,,8574,
VOLKSWAGEN,Paris,Golf GTi 1600 (4 vitesses),Leclère,16 800 €,OR,V,,8574,
VOLKSWAGEN,Lyon,Golf GTi 1600 5 vit. 3 portes,Claude Aguttes,15 720 €,REST+,V,,8574,
VOLKSWAGEN,Fontainebleau,Golf GTi 1600 (5 vitesses),Jean-Pierre Osenat,15 200 €,REST+,V,,8574,
VOLKSWAGEN,La Mézière,Golf GTi 1600 3 portes,Alcopa Auction,11 320 €,OR+,V,,8574,
VOLKSWAGEN,Montastruc-la-Conseillère,Golf GTi 1600 (5 vitesses),SVV Machoïr,4 800 €,OR+,V,,8574,
,,,,,,,,9547,
VOLKSWAGEN,Toffen,Golf II GTi G 60 3 ou 5 portes (160 ch),Oldtimer Galerie Toffen,9 710 €,OR+,V,,9547,
VOLKSWAGEN,Beauzelle,Golf II GTI G 60 3 portes,Arnauné & Prim,10 070 €,OR+,V,,9547,
,,,,,,,,9546,
VOLKSWAGEN,Paris,Golf II Rallye G 60 4 x 4 3 portes,Claude Aguttes,23 310 €,OR+,V,,9546,
VOLKSWAGEN,Avignon,Golf II Rallye 4 x 4,Leclère,28 800 €,REST,V,,9546,
VOLKSWAGEN,Reims,Golf II 1.8 Syncro 5 portes,SVV Guizzetti & Collet / M. Meun,700 €,OR,V,,9546,
,,,,,,,,11738,
VOLKSWAGEN,Cannes,Golf II Rallye berline,Jean-Pierre Besch,12 720 €,OR+,V,,11738,
,,,,,,,,9545,
VOLKSWAGEN,Toffen,Golf II GL 5 portes,Oldtimer Galerie Toffen,4 610 €,OR+,V,,9545,
VOLKSWAGEN,Caen,Golf II GL 1.8 autom. 5 portes,Côte Enchères Atlantique / M. Pagneux,1 003 €,OR+,V,,9545,
VOLKSWAGEN,Aytré,Golf II GTi 3 portes,SCP MCS / M. Saint-Gal,496 €,OR-,V,,9545,
VOLKSWAGEN,Aytré,Golf II GTi 3 portes,"SCP Miller-Franiatte, Coudert, Sicard / M. Saint-G",690 €,OR-,V,,9545,
VOLKSWAGEN,Saint-James,Golf II GTi 3 portes modifiée Turbo,Toutain-Vente / M. Vaudouër,2 070 €,OR-/TR,V,,9545,
VOLKSWAGEN,Uzerche,Golf II GTi 3 portes,Me Arnaud-Lacroze,2 875 €,REST,V,,9545,
VOLKSWAGEN,Harrogate,Golf II GL 1.6 5 portes RHD,Bonhams,2 360 €,OR+,V,,9545,
,,,,,,,,11490,
VOLKSWAGEN,Brooklands,Golf GL Cabriolet RHD autom.,Historics at Brooklands,9 220 €,OR+,V,,11490,
VOLKSWAGEN,Romagnat,Golf II GLi Cabriolet,Vassy & Jalenques,5 490 €,REST,V,,11490,
VOLKSWAGEN,Lyon,Golf GLi Cabriolet,Osenat,19 200 €,OR+,V,,11490,
VOLKSWAGEN,Lyon,Rabbit 1.8 i Cabriolet USA,Claude Aguttes,6 720 €,OR+,V,,11490,
VOLKSWAGEN,Lyon,Golf 1.8 Cabriolet série Etienne Aigner,Claude Aguttes,7 200 €,OR+,V,,11490,
VOLKSWAGEN,Avignon,Golf GLi Cabriolet,Leclère MDV,13 200 €,REST,V,,11490,
VOLKSWAGEN,Lyon,Golf 1.8 i Cabriolet Young Line,Claude Aguttes,10 200 €,OR+,V,,11490,
VOLKSWAGEN,Toffen,Golf 1 cabriolet,Oldtimer Galerie Toffen,7 698 €,OR+,V,,11490,
VOLKSWAGEN,Beauzelle,Golf GLi cabriolet,Arnauné & Prim,5 590 €,OR,V,,11490,
VOLKSWAGEN,Fontainebleau,Golf GLi Cabriolet,Jean-Pierre Osenat,7 200 €,REST,V,,11490,
VOLKSWAGEN,Uzerche,Golf GL 1.3 Cabriolet,Brivenchères (Me Gillardeau),3 416 €,OR+,V,,11490,
VOLKSWAGEN,Bellac,Golf 1.6 Cabriolet,Me Bernard,2 173 €,OR,V,,11490,
VOLKSWAGEN,Saint-James,Golf GLi Cabriolet,Toutain-Vente / M. Vaudouër,3 750 €,OR+,V,,11490,
VOLKSWAGEN,Buxton,Golf GLi Cabriolet RHD,H & H Classic Auctions,3 270 €,REST,V,,11490,
VOLKSWAGEN,Fontainebleau,Golf 1.6 Cabriolet,Jean-Pierre Osenat,4 800 €,REST,V,,11490,
VOLKSWAGEN,Caen,Golf Cabriolet USA,Brioult Enchères / M. Pagneux,2 200 €,OR,V,,11490,
,,,,,,,,12284,
VOLKSWAGEN,Toffen,Golf GLS Cabriolet ,Oldtimer Galerie,5 010 €,OR+,V,,12284,
VOLKSWAGEN,Toulouse,Golf GLS 1.6 Cabriolet,Stanislas Machoïr,7 200 €,OR,V,,12284,
VOLKSWAGEN,Sainte-Solange,"Golf Cabriolet autom., jantes alu",SVV Daguerre,2 750 €,OR,V,,12284,
,,,,,,,,8575,
VOLKSWAGEN,Lyon,Golf GTi 1800 3 portes série Pirelli,Aguttes,20 300 €,REST+,V,,8575,
VOLKSWAGEN,Montastruc,Golf GTi 1800 3 portes,Stanislas Machoïr,15 000 €,OR,V,,8575,
VOLKSWAGEN,Avignon,Golf GTi 1800 3 portes,Leclère MDV,15 600 €,OR+,V,,8575,
VOLKSWAGEN,Kings Lynn,Golf GTi 1800 3 portes RHD,Anglia Car Auctions,5 170 €,REST+,V,,8575,
VOLKSWAGEN,Londres,Golf GTi 1800 3 portes RHD,Bonhams,4 180 €,OR+,V,,8575,
VOLKSWAGEN,Chinon,Golf Rabbit GTi 3 portes,SdV Chinon (M. Herbelin) / M. So,900 €,OR-,V,,8575,
,,,,,,,,8550,
VOLKSWAGEN,Lyon,Golf GTi 16 S Oettinger,Osenat,32 400 €,OR+,V,,8550,
VOLKSWAGEN,Lyon,Golf GTi 16 S Oettinger 136 ch,Aguttes,33 870 €,REST,V,,8550,
VOLKSWAGEN,Linas,"Golf GTi 16 S Oettinger, moteur 2.0 + origine",Aguttes,40 120 €,REST+,V,,8550,
VOLKSWAGEN,Lyon,Golf GTi 16 S Oettinger,Aguttes,40 160 €,REST,V,,8550,
VOLKSWAGEN,Paris,Golf GTi 16 S Oettinger,Artcurial Motorcars,26 224 €,REST,V,,8550,
VOLKSWAGEN,Lyon,Golf GTi 16 S Oettinger,Claude Aguttes,46 800 €,REST+,V,,8550,
VOLKSWAGEN,Paris,Golf GTi 16 S Oettinger,Artcurial Motorcars,33 376 €,REST+,V,,8550,
,,,,,,,,12541,
VOLKSWAGEN,ONLINE,Golf III Cabriolet Avant Garde RHD,H and H,4 720 €,OR,V,,12541,
,,,,,,,,9549,
VOLKSWAGEN,La Mézière,Scirocco II GT 1.8,Alcopa,3 960 €,OR+,V,,9549,
VOLKSWAGEN,Lyon,Scirocco II GLi,Aguttes,6 640 €,OR,V,,9549,
VOLKSWAGEN,La Mézière,Scirocco II GT 1.8,Alcopa Auction Rennes,3 640 €,OR+,V,,9549,
VOLKSWAGEN,Nogent-le-Rotrou,Scirocco II GT,SVV Ecklé,650 €,OR,V,,9549,
VOLKSWAGEN,Sandown Park,Scirocco II 1.8 Scala RHD,Barons,2 030 €,OR+,V,,9549,
VOLKSWAGEN,Blackbushe,Scirocco II GT 1.8 coupé RHD autom.,BCA Classic & Historic,1 580 €,OR+,V,,9549,
VOLKSWAGEN,Sandown Park,Scirocco II GT 1.8 coupé RHD,Barons Auctions,4 340 €,OR+,V,,9549,
,,,,,,,,9541,
VOLKSWAGEN,La Mézière,Scirocco GT 1600 coupé,Alcopa Auction,5 310 €,OR,V,,9541,
,,,,,,,,12286,
VOLKSWAGEN,Brooklands,Golf IV V5 170 ch 5 portes RHD,Historics at Brooklands,2 300 €,OR+,V,,12286,
,,,,,,,,11986,
VOLKSWAGEN,La Mézière,Golf III Cabriolet 1.8 Joker,Alcopa Auction Rennes,1 460 €,OR,V,,11986,
,,,,,,,,11985,
VOLKSWAGEN,Esvres sur Indre,"Golf III VR 6 2.8 3 portes, jantes BBS",Alcopa Auction Tours,6 330 €,OR,V,,11985,
,,,,,,,,11438,
VOLKSWAGEN,Ascot,Corrado VR 6 Storm coupé RHD,Coys Auctions,10 050 €,OR+,V,,11438,
,,,,,,,,11488,
VOLKSWAGEN,Fléville devant Nancy,Corrado 2.0 16 V,Alcopa Auction Nancy,4 630 €,OR+,V,,11488,
,,,,,,,,12287,
VOLKSWAGEN,La Mézière,Transporter Wesfalia camping,Alcopa Auction,9 160 €,OR,V,,12287,
VOLKSWAGEN,Milan,New Beetle Cabriolet,RM Sotheby's,16 800 €,OR+,V,,12287,
,,,,,,,,12472,
VOLKSWAGEN,Lyon,"Lupo GTi 3 portes, boîte 6",Aguttes,9 000 €,OR+,V,,12472,
,,,,,,,,12282,
VOLKSWAGEN,Esvres sur Indre,Polo III Coupé G 40 toit ouvrant,Alcopa Auction Tours,4 040 €,OR,V,,12282,
,,,,,,,,12417,
VOLKSWAGEN,Fontainebleau,Polo coupé-cabriolet Treser,Osenat,9 600 €,OR+,V,,12417,
